filename,notebook_title,date_e,date_a,date_f,count_context,context,average_context
1rhdm,Notizbuch C1,1865,1865,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
1rhdm,Notizbuch C1,1865,1865,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,10
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,16,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,15
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,43
22jtj,Notizbuch B2,1879-11-22 1879-11-27 1879-12-02 1879-12-06 1879-12-17 1879-12-20 1879-12-31,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,37
22jtv,Notizbuch A4,,,,5,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,56
22jtv,Notizbuch A4,,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,9
22jtv,Notizbuch A4,,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
22jtv,Notizbuch A4,,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,8
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,11,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,20
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,21
22jtd,Notizbuch B10,1882-09-24 1882-10-16 1882-11-07 1882-11-15 1882-12-09 1883-01-19 1883-02-07,,1882,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,13
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,17,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,14
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,2,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,4
22jtn,Notizbuch E5,1878-07 1878-07-17 1878-07-27 1879-01-17,,1879,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,7
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,10,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,18
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,23
22jtc,Notizbuch B7,1881-05-14 1881-06-01 1881-06-11 1881-09-20 1881-10-08 1881-10-12 1882-01-06,,1881,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,23
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,11,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,17
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,21
22jtb,Notizbuch B6,1881-01-13 1881-01-16 1881-01-16 1881-01-21 1881-01-29 1881-02-15 1881-02-19 1881-02-20 1881-03-18,,1881,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,21
16q90,Notizbuch C13,1875,1875,,3,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,22
16q90,Notizbuch C13,1875,1875,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,6
16q90,Notizbuch C13,1875,1875,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
16q90,Notizbuch C13,1875,1875,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,6
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,12,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,18
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,10
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,4
2128h,Notizbuch A9,1861-10-05 1862-06-25 1862-06-26 1862-06-27 1862-06-28 1862-06-29,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,9
2128g,Notizbuch A8,,,,10,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,30
2128g,Notizbuch A8,,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,10
2128g,Notizbuch A8,,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
2128g,Notizbuch A8,,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,9
2128k,Notizbuch A14,,,,15,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,18
2128k,Notizbuch A14,,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,10
2128k,Notizbuch A14,,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
2128k,Notizbuch A14,,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,10
2128q,Notizbuch A21,1860,,,12,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,25
2128q,Notizbuch A21,1860,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,20
2128q,Notizbuch A21,1860,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
2128q,Notizbuch A21,1860,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,19
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),22,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,19
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,43
22jt7,Notizbuch B1,1878-09-26 1878-09-28 1878-10-23 1878-11-08 1878-11-14 1878-11-10 1878-12-12 1878-12-22 1878-12-28 1878-12-31 1879-01-07,,1878 (?),1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,43
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,12,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,19
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,2,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,26
22jtw,Notizbuch B12,1882-06 1880-06-19 1882-07-08 1882-07-09 1882-07-11 1883-03-20 1883-04-04 1883-04-06,,1883,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,48
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,13,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,17
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,15
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
1rhdr,Notizbuch D3,20.09.1864-27.09. 1864 (Reise- und Tagebuchaufzeichnungen aus Dänemark und Schleswig-Holstein) und,1864,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,15
16bsn,Notizbuch C8,1874,1874,,9,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,21
16bsn,Notizbuch C8,1874,1874,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,21
16bsn,Notizbuch C8,1874,1874,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
16bsn,Notizbuch C8,1874,1874,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,19
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,21,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,15
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,11
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
1rhdq,Notizbuch D2,5.-21. September 1864,1864,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,11
1rhdh,Notizbuch A10,1872,1872,,11,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,15
1rhdh,Notizbuch A10,1872,1872,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,5
1rhdh,Notizbuch A10,1872,1872,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,50
1rhdh,Notizbuch A10,1872,1872,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,5
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,12,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,19
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,16
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
169zx,Notizbuch C3,1869 1870,"
                     ,  
                ",,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,12
1zzf4,Notizbuch E6,,,,11,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,10
1zzf4,Notizbuch E6,,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
1zzf4,Notizbuch E6,,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,38
1zzf4,Notizbuch E6,,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,23
2128m,Notizbuch A16,1875 1875-08-27,,,12,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,18
2128m,Notizbuch A16,1875 1875-08-27,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
2128m,Notizbuch A16,1875 1875-08-27,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,16
2128m,Notizbuch A16,1875 1875-08-27,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,17
2128t,Notizbuch D11,1871,1871,,21,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,21
2128t,Notizbuch D11,1871,1871,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,8
2128t,Notizbuch D11,1871,1871,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,34
2128t,Notizbuch D11,1871,1871,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,8
1zzdt,Notizbuch C12,1875,1875,,8,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,19
1zzdt,Notizbuch C12,1875,1875,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,6
1zzdt,Notizbuch C12,1875,1875,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
1zzdt,Notizbuch C12,1875,1875,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,6
1zzdr,Notizbuch C9,1874,,,4,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,4
1zzdr,Notizbuch C9,1874,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
1zzdr,Notizbuch C9,1874,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
1zzdr,Notizbuch C9,1874,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,7
1zzdw,Notizbuch D5, ,,1866,4,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,8
1zzdw,Notizbuch D5, ,,1866,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,5
1zzdw,Notizbuch D5, ,,1866,2,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,8
1zzdw,Notizbuch D5, ,,1866,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,11
22jt9,Notizbuch B5,1880-01-07 1880-01-21 1880-02-10 1880-02-14 1880-03-18 1880-03-24 1880-03-28 1880-03-30,,,10,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,22
22jt9,Notizbuch B5,1880-01-07 1880-01-21 1880-02-10 1880-02-14 1880-03-18 1880-03-24 1880-03-28 1880-03-30,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
22jt9,Notizbuch B5,1880-01-07 1880-01-21 1880-02-10 1880-02-14 1880-03-18 1880-03-24 1880-03-28 1880-03-30,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,24
22jt9,Notizbuch B5,1880-01-07 1880-01-21 1880-02-10 1880-02-14 1880-03-18 1880-03-24 1880-03-28 1880-03-30,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,23
22jtk,Notizbuch B9,1881-11-08 1881-11-17 1881-12-09 1881-12-13 1881-12-16 1881-12-23,,1881,5,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,17
22jtk,Notizbuch B9,1881-11-08 1881-11-17 1881-12-09 1881-12-13 1881-12-16 1881-12-23,,1881,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
22jtk,Notizbuch B9,1881-11-08 1881-11-17 1881-12-09 1881-12-13 1881-12-16 1881-12-23,,1881,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,12
22jtk,Notizbuch B9,1881-11-08 1881-11-17 1881-12-09 1881-12-13 1881-12-16 1881-12-23,,1881,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,12
2128f,Notizbuch A6,1863-07-17 1863-09-27 1863-09-29 1863-09-30,,,10,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,18
2128f,Notizbuch A6,1863-07-17 1863-09-27 1863-09-29 1863-09-30,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,4
2128f,Notizbuch A6,1863-07-17 1863-09-27 1863-09-29 1863-09-30,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
2128f,Notizbuch A6,1863-07-17 1863-09-27 1863-09-29 1863-09-30,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,4
2128p,Notizbuch A19,(An Bord der Sphinx - Niederschrift) und (An Bord der Sphinx - Kapitel-Disposition und Ortsnamen),,,4,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,24
2128p,Notizbuch A19,(An Bord der Sphinx - Niederschrift) und (An Bord der Sphinx - Kapitel-Disposition und Ortsnamen),,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
2128p,Notizbuch A19,(An Bord der Sphinx - Niederschrift) und (An Bord der Sphinx - Kapitel-Disposition und Ortsnamen),,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,28
2128p,Notizbuch A19,(An Bord der Sphinx - Niederschrift) und (An Bord der Sphinx - Kapitel-Disposition und Ortsnamen),,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,21
2128r,Notizbuch D4," : XXX,: XXX und XXX",1866,,13,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,10
2128r,Notizbuch D4," : XXX,: XXX und XXX",1866,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,5
2128r,Notizbuch D4," : XXX,: XXX und XXX",1866,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
2128r,Notizbuch D4," : XXX,: XXX und XXX",1866,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,5
1zzdn,Notizbuch A15,1869-06 1869-06 1869-07-13,meist 1869,,23,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,30
1zzdn,Notizbuch A15,1869-06 1869-06 1869-07-13,meist 1869,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,3
1zzdn,Notizbuch A15,1869-06 1869-06 1869-07-13,meist 1869,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,30
1zzdn,Notizbuch A15,1869-06 1869-06 1869-07-13,meist 1869,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,33
2128j,Notizbuch A11,1860-06-01 1860-06-17 1861-03-31,,,23,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,23
2128j,Notizbuch A11,1860-06-01 1860-06-17 1861-03-31,,,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,20
2128j,Notizbuch A11,1860-06-01 1860-06-17 1861-03-31,,,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,1
2128j,Notizbuch A11,1860-06-01 1860-06-17 1861-03-31,,,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,19
22jtm,Notizbuch B11,1882-04-21 1882-04-30 1882-05-01 1882-09-17 1882-09-30 1883-04-19,,1882,8,.//tei:sourceDesc//tei:list[@type='editorial']/tei:item,18
22jtm,Notizbuch B11,1882-04-21 1882-04-30 1882-05-01 1882-09-17 1882-09-30 1883-04-19,,1882,1,.//tei:sourceDesc//tei:list[@type='authorial']/tei:item,1
22jtm,Notizbuch B11,1882-04-21 1882-04-30 1882-05-01 1882-09-17 1882-09-30 1883-04-19,,1882,1,.//tei:sourceDesc//tei:list[@type='Friedrich_Fontane']/tei:item,9
22jtm,Notizbuch B11,1882-04-21 1882-04-30 1882-05-01 1882-09-17 1882-09-30 1883-04-19,,1882,1,.//tei:sourceDesc//tei:list[@type='Fontane_Blätter']/tei:item,9
